,translate,tactic,media_dist,citizen_dist,epsilon,graph_type,ba-m,repetition,lr-intercept,lr-slope,var,start,end,delta,max,polarized
239,0,appeal-median,uniform,uniform,2,barabasi-albert,3,1,8.66295461453284,-0.03342960072858302,0.36439964,9.662611,7.261833,-2.4007778,9.662611,0
240,0,appeal-median,uniform,polarized,0,ba-homophilic,3,0,12.250865133639374,-0.04006501521460072,0.768783,12.773334,10.363667,-2.409667,12.773334,0
241,0,appeal-median,uniform,polarized,0,ba-homophilic,3,1,12.1573181483181,-0.021186103648190048,1.3786367,12.002779,11.186111,-0.81666756,12.129168,0
242,0,appeal-median,uniform,polarized,0,barabasi-albert,3,0,12.135966418195814,-0.05636706727662238,3.8408558,12.323334,9.612333,-2.7110004,12.323334,0
243,0,appeal-median,uniform,polarized,0,barabasi-albert,3,1,12.515026873592877,-0.0558340183102707,7.3795643,12.499777,9.968056,-2.531721,12.499777,0
244,0,appeal-median,uniform,polarized,1,ba-homophilic,3,0,11.455685462347523,-0.03567242626690757,1.182927,11.788389,9.997334,-1.7910557,11.788389,0
245,0,appeal-median,uniform,polarized,1,ba-homophilic,3,1,11.140714889198406,-0.05459039204800291,1.8996534,12.180667,8.956888,-3.2237787,12.180667,0
246,0,appeal-median,uniform,polarized,1,barabasi-albert,3,0,10.331584221996692,-0.06104093672463259,2.198389,12.223333,7.7229447,-4.5003886,12.223333,0
247,0,appeal-median,uniform,polarized,1,barabasi-albert,3,1,10.901391742815619,-0.048661639010744405,3.9002662,12.1835,8.853001,-3.3304996,12.1835,0
248,0,appeal-median,uniform,polarized,2,ba-homophilic,3,0,10.86188827488757,-0.05444258996264428,2.786587,11.663555,8.557778,-3.1057768,11.663555,0
249,0,appeal-median,uniform,polarized,2,ba-homophilic,3,1,10.73456257464839,-0.022979242661420044,1.1648597,11.960611,9.818334,-2.1422777,11.960611,0
250,0,appeal-median,uniform,polarized,2,barabasi-albert,3,0,11.370549614073465,-0.03872190440941721,0.93743914,12.103834,9.787944,-2.3158903,12.103834,0
251,0,appeal-median,uniform,polarized,2,barabasi-albert,3,1,10.505402567879287,-0.03327876233407275,0.9899817,12.0720005,9.351611,-2.7203894,12.0720005,0
252,0,appeal-median,normal,normal,0,ba-homophilic,3,0,3.1397963213884634,-0.022536167213819687,0.23813534,3.4901664,2.127389,-1.3627775,3.4901664,0
253,0,appeal-median,normal,normal,0,ba-homophilic,3,1,2.5910955734921797,-0.028579074624437015,0.106440485,2.9908333,1.3913333,-1.5995,2.9908333,0
254,0,appeal-median,normal,normal,0,barabasi-albert,3,0,1.9903882733836973,-0.026843374584595008,0.10669981,2.6661668,0.9335555,-1.7326113,2.6661668,0
255,0,appeal-median,normal,normal,0,barabasi-albert,3,1,1.974980861802626,-0.02461383203575514,0.06567556,2.7562222,0.9933332,-1.762889,2.7562222,0
256,0,appeal-median,normal,normal,1,ba-homophilic,3,0,2.5564745535138504,-0.01745802519008585,0.2196492,3.629111,1.842,-1.787111,3.629111,0
257,0,appeal-median,normal,normal,1,ba-homophilic,3,1,1.790941259080648,-0.01606797684371741,0.084523834,2.772222,1.1681668,-1.6040553,2.772222,0
258,0,appeal-median,normal,normal,1,barabasi-albert,3,0,2.5613011286269485,-0.021725509684549737,0.018243691,3.6388888,1.6448333,-1.9940555,3.6388888,0
259,0,appeal-median,normal,normal,1,barabasi-albert,3,1,2.296303540153561,-0.016892401621891904,0.058760114,3.3075554,1.626,-1.6815554,3.3075554,0
260,0,appeal-median,normal,normal,2,ba-homophilic,3,0,1.8468270127410085,-0.017429115869340855,0.014043188,2.8163888,1.1171111,-1.6992778,2.8163888,0
261,0,appeal-median,normal,normal,2,ba-homophilic,3,1,2.0370442380912346,-0.017504471815549413,0.008285478,2.8877778,1.2608334,-1.6269444,2.8877778,0
262,0,appeal-median,normal,normal,2,barabasi-albert,3,0,1.881522435947781,-0.013225473990807169,0.006121688,2.9652777,1.3826666,-1.5826111,2.9652777,0
263,0,appeal-median,normal,normal,2,barabasi-albert,3,1,1.6078734980449418,-0.01477681336899149,0.341399,2.6237779,1.0216111,-1.6021668,2.6237779,0
264,0,appeal-median,normal,uniform,0,ba-homophilic,3,0,8.994238335262777,-0.03002635079811062,0.8504073,9.206388,7.6320558,-1.5743327,9.206388,0
265,0,appeal-median,normal,uniform,0,ba-homophilic,3,1,10.147552422628504,-0.017125231712652005,0.5452956,10.395889,9.357667,-1.0382223,10.395889,0
266,0,appeal-median,normal,uniform,0,barabasi-albert,3,0,9.748080453541842,-0.03743803188272192,0.16445614,9.965278,8.209612,-1.7556658,9.965278,0
267,0,appeal-median,normal,uniform,0,barabasi-albert,3,1,8.771518432896242,-0.035677558545073776,0.89865404,9.255334,7.156333,-2.099001,9.255334,0
268,0,appeal-median,normal,uniform,1,ba-homophilic,3,0,10.419406690928371,-0.0688106486808121,0.3829911,11.310722,7.2247787,-4.0859437,11.310722,0
269,0,appeal-median,normal,uniform,1,ba-homophilic,3,1,9.763462859580958,-0.0448031361178575,0.55886835,10.297777,7.8357224,-2.4620547,10.297777,0
270,0,appeal-median,normal,uniform,1,barabasi-albert,3,0,9.034715264810876,-0.06554190001336697,0.45410475,10.630777,6.474111,-4.1566663,10.630777,0
271,0,appeal-median,normal,uniform,1,barabasi-albert,3,1,10.297164292357087,-0.05443995052872739,0.8161557,11.210001,7.9789443,-3.2310567,11.210001,0
272,0,appeal-median,normal,uniform,2,ba-homophilic,3,0,9.308501304005066,-0.037753206313465515,0.6326223,10.251111,7.813333,-2.437778,10.251111,0
273,0,appeal-median,normal,uniform,2,ba-homophilic,3,1,9.93686593531843,-0.044754023746128004,1.5931877,11.132944,8.226667,-2.9062767,11.132944,0
274,0,appeal-median,normal,uniform,2,barabasi-albert,3,0,11.41160500930625,-0.03173348060021034,1.5693573,12.262222,10.017555,-2.244667,12.262222,0
275,0,appeal-median,normal,uniform,2,barabasi-albert,3,1,9.898243591976021,-0.02939135555767905,0.16111809,10.735499,8.663556,-2.0719433,10.735499,0
276,0,appeal-median,normal,polarized,0,ba-homophilic,3,0,12.18648350041017,-0.04329494346860308,1.0765313,12.359777,10.179777,-2.1800003,12.359777,0
277,0,appeal-median,normal,polarized,0,ba-homophilic,3,1,12.012266338860469,-0.051914092879489546,0.7710703,11.994999,9.507501,-2.4874983,11.994999,0
278,0,appeal-median,normal,polarized,0,barabasi-albert,3,0,11.431839854469127,-0.06025877879216121,0.536867,11.989721,8.876945,-3.1127768,11.989721,0
279,0,appeal-median,normal,polarized,0,barabasi-albert,3,1,11.541102948411737,-0.09183645011073324,0.9416723,11.922499,7.5972223,-4.3252764,11.922499,0
280,0,appeal-median,normal,polarized,1,ba-homophilic,3,0,11.240160250915482,-0.03739983804625084,0.7399058,12.044444,9.7655,-2.278944,12.044444,0
281,0,appeal-median,normal,polarized,1,ba-homophilic,3,1,11.212158000307387,-0.06601015513838686,2.4796357,11.8765545,8.170333,-3.7062216,11.8765545,0
282,0,appeal-median,normal,polarized,1,barabasi-albert,3,0,10.60965275045254,-0.07729346957141997,1.642246,12.2497225,7.430055,-4.8196673,12.2497225,0
283,0,appeal-median,normal,polarized,1,barabasi-albert,3,1,11.337635079120618,-0.033404493202451126,1.4858875,11.8845005,10.076611,-1.8078899,11.8845005,0
284,0,appeal-median,normal,polarized,2,ba-homophilic,3,0,10.403686622688674,-0.0611884661713337,1.1984205,12.562223,8.046278,-4.5159454,12.562223,0
285,0,appeal-median,normal,polarized,2,ba-homophilic,3,1,10.017608449469863,-0.06693279391500206,1.2780842,11.860833,7.4185,-4.442333,11.860833,0
286,0,appeal-median,normal,polarized,2,barabasi-albert,3,0,10.206031649720435,-0.07178009818581975,1.2477237,12.215764,7.549583,-4.666181,12.215764,0
287,0,appeal-median,normal,polarized,2,barabasi-albert,3,1,9.50683543333281,-0.04355486330403462,0.80367273,11.379723,7.7238336,-3.655889,11.379723,0
290,0,appeal-median,polarized,normal,0,barabasi-albert,3,0,2.7051916542276175,-0.018864136767063742,1.2694346,3.0528889,1.9012778,-1.1516111,3.0528889,0
292,0,appeal-median,polarized,normal,1,ba-homophilic,3,0,2.8605833891470147,-0.027574185656206642,0.068417914,3.5141666,1.6035,-1.9106666,3.5141666,0
293,0,appeal-median,polarized,normal,1,ba-homophilic,3,1,2.608007192072286,-0.02218686746795793,0.07619206,3.4497223,1.6977222,-1.7520001,3.4497223,0
294,0,appeal-median,polarized,normal,1,barabasi-albert,3,0,2.3134682677450225,-0.015143610481762777,0.61456203,2.9047778,1.7540556,-1.1507221,2.9047778,0
295,0,appeal-median,polarized,normal,1,barabasi-albert,3,1,2.063998001732977,-0.017878874200501594,0.31493038,2.7555003,1.4007223,-1.354778,2.7555003,0
296,0,appeal-median,polarized,normal,2,ba-homophilic,3,0,1.8998931629265776,-0.01827246060738197,0.094880246,2.9823887,1.2169443,-1.7654444,2.9823887,0
297,0,appeal-median,polarized,normal,2,ba-homophilic,3,1,2.1530590818838116,-0.01845059849018425,0.025661469,3.0455556,1.4257222,-1.6198334,3.0455556,0
298,0,appeal-median,polarized,normal,2,barabasi-albert,3,0,2.0405099037725645,-0.01814667186046618,0.017903289,3.1739998,1.3248333,-1.8491665,3.1739998,0
299,0,appeal-median,polarized,normal,2,barabasi-albert,3,1,2.5477466603030265,-0.027412960000707018,0.11223836,3.5741668,1.4126667,-2.1615,3.5741668,0
300,0,appeal-median,polarized,uniform,0,ba-homophilic,3,0,12.310773392068855,-0.02199102030620316,0.5966251,12.284445,11.2543335,-1.0301113,12.284445,0
301,0,appeal-median,polarized,uniform,0,ba-homophilic,3,1,11.79271208071241,-0.03404225742115694,2.347524,11.960223,10.295222,-1.6650009,11.960223,0
302,0,appeal-median,polarized,uniform,0,barabasi-albert,3,0,11.42132047434558,-0.02396101515757013,0.5616868,11.660001,10.230722,-1.4292784,11.660001,0
303,0,appeal-median,polarized,uniform,0,barabasi-albert,3,1,10.818578557550996,-0.040396692094759705,1.6142114,11.02861,8.857222,-2.1713886,11.02861,0
304,0,appeal-median,polarized,uniform,1,ba-homophilic,3,0,10.82926908625377,-0.023963785905104423,1.4638727,11.606611,9.979501,-1.6271105,11.606611,0
305,0,appeal-median,polarized,uniform,1,ba-homophilic,3,1,10.494509143167672,-0.023672737708458538,0.2356993,11.383166,9.586389,-1.7967777,11.383166,0
306,0,appeal-median,polarized,uniform,1,barabasi-albert,3,0,9.648251445045299,-0.025678682715644666,0.45801532,10.534445,8.697611,-1.836834,10.534445,0
307,0,appeal-median,polarized,uniform,1,barabasi-albert,3,1,9.889522569032097,-0.014474799125982088,0.11108245,10.706667,9.506056,-1.2006111,10.706667,0
308,0,appeal-median,polarized,uniform,2,ba-homophilic,3,0,11.22570507918368,-0.022778664670918325,1.1722978,12.373055,10.320555,-2.0525007,12.373055,0
309,0,appeal-median,polarized,uniform,2,ba-homophilic,3,1,8.896285854313708,-0.0294790149274455,1.4619356,10.152112,7.8248887,-2.3272233,10.152112,0
310,0,appeal-median,polarized,uniform,2,barabasi-albert,3,0,10.3238629233963,-0.06464279722843774,3.2555065,11.5175,7.766778,-3.750722,11.5175,0
311,0,appeal-median,polarized,uniform,2,barabasi-albert,3,1,9.544923363767598,-0.0382145792758303,1.0561163,10.280833,7.916888,-2.363945,10.280833,0
312,0,appeal-median,polarized,polarized,0,ba-homophilic,3,0,10.811595135684467,-0.050150384514579954,2.1464086,11.530833,8.660055,-2.870778,11.530833,0
314,0,appeal-median,polarized,polarized,0,barabasi-albert,3,0,11.698750024107966,-0.06168202326847957,1.2330784,12.354167,9.115556,-3.2386112,12.367666,0
315,0,appeal-median,polarized,polarized,0,barabasi-albert,3,1,11.822141891870743,-0.034857278021212613,0.27680227,12.174444,10.2943325,-1.8801117,12.174444,0
316,0,appeal-median,polarized,polarized,1,ba-homophilic,3,0,10.507366778803807,-0.04750495013068704,0.97840375,11.834444,8.6247225,-3.2097216,11.834444,0
317,0,appeal-median,polarized,polarized,1,ba-homophilic,3,1,9.527126121664837,-0.06269637448755325,3.2829022,10.805278,6.996167,-3.8091106,10.805278,0
318,0,appeal-median,polarized,polarized,1,barabasi-albert,3,0,10.966126110039506,-0.0937975922752829,2.534446,12.49,6.956389,-5.533611,12.49,0
319,0,appeal-median,polarized,polarized,1,barabasi-albert,3,1,10.032635788392518,-0.07738064584688904,3.12739,11.860833,6.9625,-4.898333,11.860833,0
320,0,appeal-median,polarized,polarized,2,ba-homophilic,3,0,11.256404959418294,-0.062085959059080924,1.1068792,12.7275,8.652778,-4.0747223,12.7275,0
321,0,appeal-median,polarized,polarized,2,ba-homophilic,3,1,10.101859187288701,-0.09255898984848643,2.6909149,12.054444,6.5498896,-5.5045547,12.054444,0
322,0,appeal-median,polarized,polarized,2,barabasi-albert,3,0,10.918171620117233,-0.048388563389152435,1.3532339,12.540667,8.888056,-3.6526108,12.540667,0
323,0,appeal-median,polarized,polarized,2,barabasi-albert,3,1,11.06074510908055,-0.044712772024163294,2.8588738,12.236002,9.3115,-2.9245024,12.236002,0
326,1,broadcast-brain,uniform,normal,0,barabasi-albert,3,0,6.847714465308154,-0.01848405011638797,2.9365635,3.8275,6.4770555,2.6495554,7.9036665,0
337,1,broadcast-brain,uniform,uniform,0,ba-homophilic,3,1,11.609431422853541,-0.05290771734660567,1.7111185,11.798611,9.164223,-2.634388,12.177167,0
341,1,broadcast-brain,uniform,uniform,1,ba-homophilic,3,1,6.676725787814386,-0.011557964178232055,4.869747,10.357779,6.019,-4.3387785,10.357779,0
342,1,broadcast-brain,uniform,uniform,1,barabasi-albert,3,0,10.187857824932577,-0.041309604299553916,2.6311479,11.694167,9.5105,-2.1836672,11.694167,0
343,1,broadcast-brain,uniform,uniform,1,barabasi-albert,3,1,7.478653527313049,-0.02988771076116087,1.565701,9.683056,6.4537783,-3.2292776,10.039499,0
346,1,broadcast-brain,uniform,uniform,2,barabasi-albert,3,0,11.12673857992411,-0.030805617457601287,2.3362122,11.691944,10.093055,-1.5988894,12.863556,0
347,1,broadcast-brain,uniform,uniform,2,barabasi-albert,3,1,10.352423863533215,-0.017102531329539032,5.8721166,10.984835,9.6765,-1.3083344,11.048056,0
349,1,broadcast-brain,uniform,polarized,0,ba-homophilic,3,1,9.640632970300736,-0.03461520941548759,4.346272,11.610833,8.6431675,-2.9676657,11.610833,0
352,1,broadcast-brain,uniform,polarized,1,ba-homophilic,3,0,8.008540973764019,-0.035379024479723624,5.1286597,11.408444,6.8394995,-4.568945,11.408444,0
353,1,broadcast-brain,uniform,polarized,1,ba-homophilic,3,1,11.426151101585607,-0.02372813557068148,4.691075,12.196556,10.087778,-2.108778,12.866221,0
354,1,broadcast-brain,uniform,polarized,1,barabasi-albert,3,0,8.680729779362858,-0.030124572952408602,2.4195542,11.080833,7.780945,-3.2998886,11.080833,0
355,1,broadcast-brain,uniform,polarized,1,barabasi-albert,3,1,11.515746646696986,-0.021895267521094414,5.7472143,12.1380005,9.747167,-2.3908339,13.910444,0
357,1,broadcast-brain,uniform,polarized,2,ba-homophilic,3,1,15.323279799379375,-0.020948577121372134,3.0190043,12.276667,13.640165,1.3634987,16.478054,0
358,1,broadcast-brain,uniform,polarized,2,barabasi-albert,3,0,13.170001998026805,-0.028773455727693718,7.417587,12.911944,11.677778,-1.2341661,15.113444,0
365,1,broadcast-brain,normal,normal,1,ba-homophilic,3,1,1.951368875677949,-0.010921640315206886,0.4546367,3.2919445,1.5732777,-1.7186668,3.2919445,0
372,1,broadcast-brain,normal,uniform,0,ba-homophilic,3,0,5.362837145231428,-0.0795225928379939,0.5844484,10.769556,2.5508332,-8.218723,10.769556,0
373,1,broadcast-brain,normal,uniform,0,ba-homophilic,3,1,5.836310199033441,-0.0912449131508219,0.77659464,9.549723,2.8151667,-6.734556,9.549723,0
374,1,broadcast-brain,normal,uniform,0,barabasi-albert,3,0,3.662871323289914,-0.04971751147265887,0.83948535,9.776667,2.194722,-7.5819445,9.776667,0
375,1,broadcast-brain,normal,uniform,0,barabasi-albert,3,1,4.587577780267592,-0.036935921750996456,1.0724932,10.062611,2.4258332,-7.6367774,10.062611,0
376,1,broadcast-brain,normal,uniform,1,ba-homophilic,3,0,3.778839148727118,-0.040341845119700716,1.0454831,9.967444,2.1302779,-7.837167,9.967444,0
377,1,broadcast-brain,normal,uniform,1,ba-homophilic,3,1,4.558326980107511,-0.04417857083799613,0.7006064,10.9475,4.0064445,-6.941056,10.9475,0
378,1,broadcast-brain,normal,uniform,1,barabasi-albert,3,0,3.6852604950445267,-0.06209111673799574,0.56039566,10.971111,1.1052222,-9.865889,10.971111,0
379,1,broadcast-brain,normal,uniform,1,barabasi-albert,3,1,4.385476436370459,-0.04816916565010452,0.9508748,11.115,2.816611,-8.2983885,11.115,0
380,1,broadcast-brain,normal,uniform,2,ba-homophilic,3,0,5.329089685622743,-0.06988868590393758,1.3430878,11.061056,2.5810554,-8.4800005,11.061056,0
381,1,broadcast-brain,normal,uniform,2,ba-homophilic,3,1,4.222258296937065,-0.05732257787997907,1.1278099,11.724444,1.8302778,-9.894167,11.724444,0
382,1,broadcast-brain,normal,uniform,2,barabasi-albert,3,0,3.668105350585365,-0.060016633746850546,0.7119794,12.1877775,1.9533888,-10.234388,12.1877775,0
383,1,broadcast-brain,normal,uniform,2,barabasi-albert,3,1,4.229870257783979,-0.07120352489376501,0.591936,10.598889,2.0391667,-8.559723,10.598889,0
384,1,broadcast-brain,normal,polarized,0,ba-homophilic,3,0,6.2555739545174855,-0.07150609443630028,1.754887,11.606389,3.5273335,-8.079056,11.606389,0
385,1,broadcast-brain,normal,polarized,0,ba-homophilic,3,1,5.1407104478882095,-0.046833298087659486,2.716455,11.310888,3.5932224,-7.7176657,11.310888,0
386,1,broadcast-brain,normal,polarized,0,barabasi-albert,3,0,5.132207670362827,-0.05415336201093856,2.8039503,11.793277,2.9895554,-8.803721,11.793277,0
387,1,broadcast-brain,normal,polarized,0,barabasi-albert,3,1,5.809452817450821,-0.061712054774771985,2.5726316,12.213279,4.5599446,-7.653334,12.213279,0
388,1,broadcast-brain,normal,polarized,1,ba-homophilic,3,0,4.297011996646093,-0.05782601438496448,1.4463028,11.987944,2.3056111,-9.682333,11.987944,0
389,1,broadcast-brain,normal,polarized,1,ba-homophilic,3,1,4.0956743220218526,-0.053684837354254396,1.2793467,10.982834,2.4765556,-8.506278,10.982834,0
390,1,broadcast-brain,normal,polarized,1,barabasi-albert,3,0,2.944488018346588,-0.04695097998796006,0.47236717,12.054444,1.8001112,-10.2543335,12.054444,0
391,1,broadcast-brain,normal,polarized,1,barabasi-albert,3,1,3.8692747826489926,-0.042807766053471634,1.2571028,12.065111,2.4016666,-9.6634445,12.065111,0
392,1,broadcast-brain,normal,polarized,2,ba-homophilic,3,0,3.976234695850274,-0.03929400791409868,0.56426483,12.965277,2.6315,-10.333776,12.965277,0
393,1,broadcast-brain,normal,polarized,2,ba-homophilic,3,1,3.465922163083003,-0.046420633803665366,0.57019806,12.581278,1.9143333,-10.6669445,12.581278,0
394,1,broadcast-brain,normal,polarized,2,barabasi-albert,3,0,3.0185948040330755,-0.029342353915736703,0.7156847,11.443056,1.6514444,-9.791612,11.443056,0
395,1,broadcast-brain,normal,polarized,2,barabasi-albert,3,1,3.177753156396599,-0.0432970098456646,0.6538418,12.680389,1.3692777,-11.311111,12.680389,0
408,1,broadcast-brain,polarized,uniform,0,ba-homophilic,3,0,11.477598732593012,-0.02370826272403493,3.24232,12.134444,10.961334,-1.17311,12.569056,0
414,1,broadcast-brain,polarized,uniform,1,barabasi-albert,3,0,12.669636044566989,-0.01361202429862044,3.4355454,11.936389,13.021891,1.0855017,14.296333,0
416,1,broadcast-brain,polarized,uniform,2,ba-homophilic,3,0,9.747246635805247,-0.018710389460913197,1.7869627,11.554444,8.497499,-3.0569448,11.554444,0
417,1,broadcast-brain,polarized,uniform,2,ba-homophilic,3,1,11.773710380312544,-0.012961401788357694,3.9429414,12.510222,12.013833,-0.4963894,13.587332,0
424,1,broadcast-brain,polarized,polarized,1,ba-homophilic,3,0,9.484739932898842,-0.016101277036364804,4.3132906,11.778055,7.9722776,-3.8057775,11.778055,0
426,1,broadcast-brain,polarized,polarized,1,barabasi-albert,3,0,8.840377072942742,-0.025496739564438216,2.237066,12.495556,7.470889,-5.024667,12.495556,0
427,1,broadcast-brain,polarized,polarized,1,barabasi-albert,3,1,11.21830543169968,-0.017593830074120437,4.7334685,11.983665,9.613222,-2.3704433,12.767667,0
429,1,broadcast-brain,polarized,polarized,2,ba-homophilic,3,1,11.265266925501068,-0.013596687403199902,2.304572,12.414166,10.315001,-2.099166,12.414166,0
432,1,appeal-mean,uniform,normal,0,ba-homophilic,3,0,0.5668180110059442,-0.015056816631447676,0.09857595,2.7555554,0.0495,-2.7060554,2.7555554,0
433,1,appeal-mean,uniform,normal,0,ba-homophilic,3,1,0.617143380808255,-0.013427652117893174,0.07368348,2.780889,0.14750001,-2.633389,2.780889,0
434,1,appeal-mean,uniform,normal,0,barabasi-albert,3,0,0.5113485731987978,-0.011823398440199744,0.015770566,2.5377777,0.0495,-2.4882777,2.5377777,0
435,1,appeal-mean,uniform,normal,0,barabasi-albert,3,1,2.4032752759091633,-0.04469014025112083,3.297631,3.8233333,0.1485,-3.6748333,3.8233333,0
436,1,appeal-mean,uniform,normal,1,ba-homophilic,3,0,0.6420765510264386,-0.012473127374012545,0.05230838,2.6742778,0.199,-2.475278,2.6742778,0
437,1,appeal-mean,uniform,normal,1,ba-homophilic,3,1,0.5688676143551126,-0.011712177321651944,0.017707918,3.1506112,0.1485,-3.0021112,3.1506112,0
438,1,appeal-mean,uniform,normal,1,barabasi-albert,3,0,0.6926887826052905,-0.015616048207649816,0.015781716,3.1488888,0.1485,-3.0003889,3.1488888,0
439,1,appeal-mean,uniform,normal,1,barabasi-albert,3,1,0.3984153234255171,-0.010270512749976165,0.016988652,2.738,0.0495,-2.6885,2.738,0
440,1,appeal-mean,uniform,normal,2,ba-homophilic,3,0,0.34144662336065673,-0.010000522882083425,0.0024939259,2.49,0.0,-2.49,2.49,0
441,1,appeal-mean,uniform,normal,2,ba-homophilic,3,1,0.7874693593198537,-0.012525745899968558,0.019267539,2.9652777,0.3485,-2.6167777,2.9652777,0
442,1,appeal-mean,uniform,normal,2,barabasi-albert,3,0,0.635825346340601,-0.01129279614034282,0.0028514785,2.8711112,0.24749999,-2.6236112,2.8711112,0
444,1,appeal-mean,uniform,uniform,0,ba-homophilic,3,0,9.447399802876813,-0.057388411862817824,8.014232,11.111112,7.0532775,-4.057834,11.111112,0
445,1,appeal-mean,uniform,uniform,0,ba-homophilic,3,1,5.5834051717640225,-0.07983111623185792,9.933373,11.1322775,2.5934997,-8.538778,11.1322775,0
446,1,appeal-mean,uniform,uniform,0,barabasi-albert,3,0,8.533799813703533,-0.09765221453360302,11.102365,12.856667,4.863055,-7.9936113,12.856667,0
447,1,appeal-mean,uniform,uniform,0,barabasi-albert,3,1,6.494026891786049,-0.059710794595571666,4.462441,10.401278,4.137722,-6.2635555,10.401278,0
448,1,appeal-mean,uniform,uniform,1,ba-homophilic,3,0,6.8446581800598905,-0.07661382176757399,5.3077736,10.816389,3.1513333,-7.6650558,10.816389,0
449,1,appeal-mean,uniform,uniform,1,ba-homophilic,3,1,6.492310360006617,-0.05291847919446851,3.7919016,10.438611,4.078,-6.360611,10.438611,0
450,1,appeal-mean,uniform,uniform,1,barabasi-albert,3,0,5.014706918916372,-0.05773206855376923,3.0679154,9.914166,2.6875,-7.2266665,9.914166,0
451,1,appeal-mean,uniform,uniform,1,barabasi-albert,3,1,3.438393795652088,-0.04608603615566617,2.8929284,9.719055,1.783,-7.936055,9.719055,0
452,1,appeal-mean,uniform,uniform,2,ba-homophilic,3,0,7.918860731800937,-0.06440811070921194,2.2859807,11.593333,5.0105004,-6.582833,11.593333,0
453,1,appeal-mean,uniform,uniform,2,ba-homophilic,3,1,5.911379369495501,-0.0549770983311925,0.76232237,9.878889,3.7949996,-6.0838895,9.878889,0
454,1,appeal-mean,uniform,uniform,2,barabasi-albert,3,0,6.150045516084582,-0.06525720220885127,4.2108593,11.09889,3.5396667,-7.5592237,11.09889,0
455,1,appeal-mean,uniform,uniform,2,barabasi-albert,3,1,7.268818584862158,-0.07154729808617502,5.230818,12.004444,4.1740003,-7.830444,12.004444,0
456,1,appeal-mean,uniform,polarized,0,ba-homophilic,3,0,9.786575187205548,-0.023279215523560125,25.609142,12.221111,8.988833,-3.2322779,12.221111,0
457,1,appeal-mean,uniform,polarized,0,ba-homophilic,3,1,6.100479852829584,-0.10905026201748742,1.81456,12.277778,1.7294445,-10.548333,12.277778,0
458,1,appeal-mean,uniform,polarized,0,barabasi-albert,3,0,5.927981430049396,-0.060174515560201924,12.233372,11.99,3.7000554,-8.289945,11.99,0
459,1,appeal-mean,uniform,polarized,0,barabasi-albert,3,1,6.048193679495994,-0.025118023755863243,22.022253,12.074222,5.131,-6.9432216,12.074222,0
460,1,appeal-mean,uniform,polarized,1,ba-homophilic,3,0,7.358917477084142,-0.1250944347942577,6.7318535,12.565333,2.0939999,-10.4713335,12.565333,0
461,1,appeal-mean,uniform,polarized,1,ba-homophilic,3,1,5.523738351882313,-0.0839840864811548,2.2152016,12.138611,2.3405,-9.798111,12.138611,0
462,1,appeal-mean,uniform,polarized,1,barabasi-albert,3,0,6.50736693172613,-0.11467559416369615,6.4386306,11.629499,1.7612221,-9.868278,11.629499,0
463,1,appeal-mean,uniform,polarized,1,barabasi-albert,3,1,5.731298127055708,-0.07552277492721696,10.793953,11.21311,1.1867222,-10.026388,11.21311,0
464,1,appeal-mean,uniform,polarized,2,ba-homophilic,3,0,6.099801669832808,-0.08487725495213298,3.2769074,12.722222,2.7849998,-9.9372225,12.722222,0
465,1,appeal-mean,uniform,polarized,2,ba-homophilic,3,1,5.129150890656726,-0.06896324643182539,2.8028345,11.743055,2.5970001,-9.146055,11.743055,0
466,1,appeal-mean,uniform,polarized,2,barabasi-albert,3,0,3.6794152150146924,-0.06145177357876463,1.8065712,11.587778,1.4175,-10.170279,11.587778,0
467,1,appeal-mean,uniform,polarized,2,barabasi-albert,3,1,4.055029844356698,-0.052077098680297716,1.0891502,11.860889,1.9828333,-9.878057,11.860889,0
468,1,appeal-mean,normal,normal,0,ba-homophilic,3,0,1.199689022511199,-0.015482855172178865,0.023443855,3.3655555,0.652,-2.7135556,3.3655555,0
469,1,appeal-mean,normal,normal,0,ba-homophilic,3,1,0.8802805585424286,-0.01509409823298994,0.03616027,3.0252779,0.29899997,-2.7262778,3.0252779,0
470,1,appeal-mean,normal,normal,0,barabasi-albert,3,0,0.9348968111237071,-0.014316918178381429,0.014475845,3.4030557,0.4375,-2.9655557,3.4030557,0
471,1,appeal-mean,normal,normal,0,barabasi-albert,3,1,0.6530201560276847,-0.011837059280991017,0.009487313,2.9275,0.24749999,-2.68,2.9275,0
472,1,appeal-mean,normal,normal,1,ba-homophilic,3,0,0.445174711375732,-0.011591694340514387,0.011489312,2.9570556,0.0495,-2.9075556,2.9570556,0
474,1,appeal-mean,normal,normal,1,barabasi-albert,3,0,0.3828806678622647,-0.011200019840606201,0.0020048998,2.6388888,0.0,-2.6388888,2.6388888,0
476,1,appeal-mean,normal,normal,2,ba-homophilic,3,0,0.960676365038928,-0.01837045417112463,0.024461986,3.5059445,0.29899997,-3.2069445,3.5059445,0
477,1,appeal-mean,normal,normal,2,ba-homophilic,3,1,0.6159979622603182,-0.013641443266048695,0.103671946,3.0266113,0.1455,-2.8811114,3.0266113,0
478,1,appeal-mean,normal,normal,2,barabasi-albert,3,0,0.7884649353644068,-0.011832498638338634,0.17609951,3.278611,0.34049997,-2.938111,3.278611,0
