,translate,tactic,media_dist,citizen_dist,epsilon,graph_type,ba-m,repetition,lr-intercept,lr-slope,var,start,end,delta,max,polarized
52,0,broadcast-brain,normal,uniform,1,ba-homophilic,3,0,9.99212712651824,-0.06887327858765202,0.6219723,10.540445,6.8936667,-3.6467786,10.540445,0
53,0,broadcast-brain,normal,uniform,1,ba-homophilic,3,1,11.613446255794658,-0.07229645828316114,0.82816523,12.056666,8.307445,-3.7492218,12.056666,0
54,0,broadcast-brain,normal,uniform,1,barabasi-albert,3,0,10.03255438516942,-0.09753738373113434,1.175683,10.749333,5.9003334,-4.849,10.749333,0
55,0,broadcast-brain,normal,uniform,1,barabasi-albert,3,1,12.083097130644553,-0.10177447150735294,0.26395234,12.712222,7.2760553,-5.436167,12.712222,0
56,0,broadcast-brain,normal,uniform,2,ba-homophilic,3,0,10.061142636640039,-0.0860337659568269,0.43984756,11.085778,6.4225554,-4.663223,11.085778,0
57,0,broadcast-brain,normal,uniform,2,ba-homophilic,3,1,9.439077521161616,-0.08219800439895009,0.6095233,10.5308895,5.787278,-4.7436113,10.5308895,0
58,0,broadcast-brain,normal,uniform,2,barabasi-albert,3,0,10.63941039003398,-0.09831406114327963,1.422997,11.007334,6.258111,-4.7492228,11.007334,0
59,0,broadcast-brain,normal,uniform,2,barabasi-albert,3,1,10.794433070883313,-0.07448564607093777,0.2886402,11.905278,7.6790557,-4.2262225,11.905278,0
60,0,broadcast-brain,normal,polarized,0,ba-homophilic,3,0,11.274845545468107,-0.037002097168659195,0.23933807,11.689333,9.6885,-2.0008326,11.689333,0
61,0,broadcast-brain,normal,polarized,0,ba-homophilic,3,1,11.942903666834306,-0.04851771479818077,0.0859181,12.051111,9.717055,-2.334056,12.051111,0
62,0,broadcast-brain,normal,polarized,0,barabasi-albert,3,0,10.660090561545992,-0.05217939575333401,0.25667545,10.878889,8.178888,-2.7000008,10.878889,0
63,0,broadcast-brain,normal,polarized,0,barabasi-albert,3,1,11.371979004297502,-0.043591188974509955,0.27167845,11.694167,9.425722,-2.268445,11.694167,0
64,0,broadcast-brain,normal,polarized,1,ba-homophilic,3,0,11.152223664710965,-0.0868239344083346,0.19774884,12.288167,7.3388886,-4.9492784,12.288167,0
65,0,broadcast-brain,normal,polarized,1,ba-homophilic,3,1,11.737404401845343,-0.08237573770376352,1.3227237,12.736389,8.214444,-4.521945,12.736389,0
66,0,broadcast-brain,normal,polarized,1,barabasi-albert,3,0,10.84741373011789,-0.1189573345356937,1.0775499,12.4551115,5.5518885,-6.903223,12.4551115,0
67,0,broadcast-brain,normal,polarized,1,barabasi-albert,3,1,11.367876418935047,-0.09389889030974377,1.1442055,12.469722,7.3406663,-5.1290555,12.469722,0
68,0,broadcast-brain,normal,polarized,2,ba-homophilic,3,0,11.011991760849414,-0.10188023990096011,0.13130759,11.998889,6.3872223,-5.6116667,11.998889,0
69,0,broadcast-brain,normal,polarized,2,ba-homophilic,3,1,11.412677105375725,-0.1129376738535333,0.4264278,12.965277,6.6552224,-6.3100543,12.965277,0
70,0,broadcast-brain,normal,polarized,2,barabasi-albert,3,0,9.21435695949543,-0.12563153208650615,0.3223485,11.357945,3.984111,-7.3738346,11.357945,0
71,0,broadcast-brain,normal,polarized,2,barabasi-albert,3,1,8.59293267773647,-0.10607835264766918,0.15217254,10.860833,4.310722,-6.5501113,10.860833,0
84,0,broadcast-brain,polarized,uniform,0,ba-homophilic,3,0,10.817530220630124,-0.021172799503102024,0.32092348,10.926666,9.895167,-1.0314989,10.926666,0
86,0,broadcast-brain,polarized,uniform,0,barabasi-albert,3,0,11.301333168513096,-0.012381651002357448,1.4075681,11.248,10.7325,-0.51550007,11.422556,0
90,0,broadcast-brain,polarized,uniform,1,barabasi-albert,3,0,10.868370251058632,-0.01914522913246673,0.2520609,11.734445,10.061055,-1.6733894,11.734445,0
91,0,broadcast-brain,polarized,uniform,1,barabasi-albert,3,1,10.217311965574147,-0.034117753041815434,0.51796526,10.537778,8.653334,-1.8844442,10.537778,0
95,0,broadcast-brain,polarized,uniform,2,barabasi-albert,3,1,11.446279740081833,-0.013174721558169542,0.48476905,11.708166,11.1375,-0.5706663,11.756056,0
99,0,broadcast-brain,polarized,polarized,0,barabasi-albert,3,1,12.15591694470804,-0.01018953142122985,1.2068573,12.129778,11.829332,-0.30044556,12.263889,0
102,0,broadcast-brain,polarized,polarized,1,barabasi-albert,3,0,11.271020263568309,-0.014415408518519336,0.29030025,11.972387,10.555277,-1.4171104,11.972387,0
103,0,broadcast-brain,polarized,polarized,1,barabasi-albert,3,1,10.626244369495328,-0.04194341443782478,0.7352573,11.828333,9.101778,-2.7265549,11.828333,0
108,0,appeal-mean,uniform,normal,0,ba-homophilic,3,0,3.0135435613931394,-0.017739171140334187,0.32259133,3.2030556,2.282389,-0.9206667,3.2030556,0
109,0,appeal-mean,uniform,normal,0,ba-homophilic,3,1,2.665945779234396,-0.021060577248016635,0.28914404,3.138611,1.8451666,-1.2934445,3.138611,0
110,0,appeal-mean,uniform,normal,0,barabasi-albert,3,0,2.8867356650430156,-0.021137182626249567,0.39561936,3.4599998,1.9386113,-1.5213885,3.4599998,0
111,0,appeal-mean,uniform,normal,0,barabasi-albert,3,1,2.709833553294071,-0.019480793767385356,0.15832901,3.3312778,1.8684444,-1.4628334,3.3312778,0
112,0,appeal-mean,uniform,normal,1,ba-homophilic,3,0,2.111026125795701,-0.02862470486584832,0.629744,2.6366668,0.9536668,-1.683,2.6366668,0
113,0,appeal-mean,uniform,normal,1,ba-homophilic,3,1,2.3637807423173034,-0.0240273960251614,0.07215307,3.11,1.3868889,-1.723111,3.11,0
114,0,appeal-mean,uniform,normal,1,barabasi-albert,3,0,2.4165020789136356,-0.031213723092057586,0.14932825,3.4988892,1.1535555,-2.3453336,3.4988892,0
115,0,appeal-mean,uniform,normal,1,barabasi-albert,3,1,1.8742980368176916,-0.02941584230008708,0.12810077,2.7217221,0.67233336,-2.049389,2.7217221,0
116,0,appeal-mean,uniform,normal,2,ba-homophilic,3,0,1.5189218577756063,-0.0206526039089013,0.08324414,2.7232776,0.7317778,-1.9914998,2.7232776,0
117,0,appeal-mean,uniform,normal,2,ba-homophilic,3,1,1.701083147957314,-0.024585067233348863,0.053785376,2.71,0.79333335,-1.9166667,2.71,0
118,0,appeal-mean,uniform,normal,2,barabasi-albert,3,0,1.7381282284698516,-0.024914105310698986,0.03633753,2.906222,0.8347777,-2.0714445,2.906222,0
119,0,appeal-mean,uniform,normal,2,barabasi-albert,3,1,1.6325042761558863,-0.016223875025278847,0.023837894,2.6111112,0.9781667,-1.6329445,2.6111112,0
120,0,appeal-mean,uniform,uniform,0,ba-homophilic,3,0,13.334015041454885,-0.015217118327973657,0.104410276,13.571111,12.708611,-0.8625002,13.571111,0
121,0,appeal-mean,uniform,uniform,0,ba-homophilic,3,1,9.903614770592968,-0.02821709490469678,0.08340252,10.245556,8.628111,-1.617445,10.245556,0
122,0,appeal-mean,uniform,uniform,0,barabasi-albert,3,0,11.03480326679857,-0.021395482369677515,0.70055103,11.334444,9.973555,-1.3608894,11.334444,0
123,0,appeal-mean,uniform,uniform,0,barabasi-albert,3,1,10.790141862262248,-0.039409377499403465,0.89217854,10.977722,9.040556,-1.9371662,10.977722,0
124,0,appeal-mean,uniform,uniform,1,ba-homophilic,3,0,10.139264002464834,-0.04097940513990583,1.2820883,11.067333,8.303999,-2.7633343,11.067333,0
125,0,appeal-mean,uniform,uniform,1,ba-homophilic,3,1,9.502420854784246,-0.07936458958759567,2.0446775,9.923445,5.964444,-3.9590006,9.923445,0
126,0,appeal-mean,uniform,uniform,1,barabasi-albert,3,0,10.027051119962609,-0.1451414808860192,1.0770185,10.578333,3.4489446,-7.1293883,10.578333,0
127,0,appeal-mean,uniform,uniform,1,barabasi-albert,3,1,10.235620565543886,-0.03935340026924513,0.49981573,10.883056,8.403111,-2.4799442,10.883056,0
128,0,appeal-mean,uniform,uniform,2,ba-homophilic,3,0,9.656760644049665,-0.09151695730459636,3.5683339,11.284612,5.9969997,-5.287612,11.284612,0
129,0,appeal-mean,uniform,uniform,2,ba-homophilic,3,1,10.944118350159888,-0.06962673636043774,6.4644113,11.8817215,7.969056,-3.9126654,11.8817215,0
130,0,appeal-mean,uniform,uniform,2,barabasi-albert,3,0,9.278117834712585,-0.06745913039505214,3.9511118,10.275499,6.4524994,-3.823,10.275499,0
131,0,appeal-mean,uniform,uniform,2,barabasi-albert,3,1,10.379301670270088,-0.08641071509451888,6.6569047,11.452333,6.646611,-4.805722,11.452333,0
132,0,appeal-mean,uniform,polarized,0,ba-homophilic,3,0,11.53300624159846,-0.017109618985275337,1.0907145,11.704389,10.662945,-1.0414438,11.710555,0
133,0,appeal-mean,uniform,polarized,0,ba-homophilic,3,1,12.354042263951596,-0.020697722542879264,0.037443716,12.403055,11.3439455,-1.0591097,12.410777,0
134,0,appeal-mean,uniform,polarized,0,barabasi-albert,3,0,12.074968445175195,-0.05468004692733558,1.4284432,11.9702215,9.718111,-2.2521105,11.9702215,0
135,0,appeal-mean,uniform,polarized,0,barabasi-albert,3,1,11.762689963724817,-0.030042932519006516,0.16763407,11.823334,10.313778,-1.5095558,11.823334,0
136,0,appeal-mean,uniform,polarized,1,ba-homophilic,3,0,11.194260548322628,-0.03047717029692361,0.0641625,11.611723,9.888278,-1.7234449,11.611723,0
137,0,appeal-mean,uniform,polarized,1,ba-homophilic,3,1,12.447146269710535,-0.03015008529386909,0.15688683,12.832222,11.158667,-1.6735554,12.832222,0
138,0,appeal-mean,uniform,polarized,1,barabasi-albert,3,0,11.41239781976645,-0.03531351969792293,0.22675447,11.638611,9.755722,-1.8828888,11.638611,0
139,0,appeal-mean,uniform,polarized,1,barabasi-albert,3,1,11.603295591621917,-0.02804846534901615,0.07572363,12.037778,10.320167,-1.7176113,12.037778,0
140,0,appeal-mean,uniform,polarized,2,ba-homophilic,3,0,10.89702092216745,-0.1017427942871508,5.279957,11.845278,6.2724447,-5.572833,11.845278,0
141,0,appeal-mean,uniform,polarized,2,ba-homophilic,3,1,11.129942686129839,-0.06742855512178861,3.3370512,11.4163885,8.045667,-3.3707218,11.4163885,0
142,0,appeal-mean,uniform,polarized,2,barabasi-albert,3,0,12.05251840480672,-0.09005598814778738,3.8206542,12.500112,7.275223,-5.224889,12.500112,0
143,0,appeal-mean,uniform,polarized,2,barabasi-albert,3,1,11.711433655176407,-0.06463808327239025,3.1746144,12.156667,8.725722,-3.4309444,12.156667,0
144,0,appeal-mean,normal,normal,0,ba-homophilic,3,0,2.79377813756376,-0.023453174047340635,0.22848217,3.2595,1.7736111,-1.485889,3.2595,0
145,0,appeal-mean,normal,normal,0,ba-homophilic,3,1,2.812121238374063,-0.021242801776299117,0.20584548,3.3830554,1.8408333,-1.5422221,3.3830554,0
146,0,appeal-mean,normal,normal,0,barabasi-albert,3,0,2.515734795261832,-0.03432860781164731,0.20897694,2.8935,1.0527222,-1.8407779,2.8935,0
147,0,appeal-mean,normal,normal,0,barabasi-albert,3,1,2.2088368204654074,-0.03607325505886683,0.16287656,2.810611,0.7837778,-2.0268333,2.810611,0
148,0,appeal-mean,normal,normal,1,ba-homophilic,3,0,1.789053108357736,-0.014734367116004633,0.0631365,2.742611,1.2346112,-1.5079998,2.742611,0
149,0,appeal-mean,normal,normal,1,ba-homophilic,3,1,2.3776447581489704,-0.01363620513165159,0.013791532,3.277778,1.8488334,-1.4289445,3.277778,0
150,0,appeal-mean,normal,normal,1,barabasi-albert,3,0,1.6724748437940447,-0.012853545635534092,0.011335935,2.6808333,1.1631111,-1.5177222,2.6808333,0
151,0,appeal-mean,normal,normal,1,barabasi-albert,3,1,2.245489268461144,-0.025311423124770773,0.17886087,3.291722,1.2671111,-2.024611,3.291722,0
152,0,appeal-mean,normal,normal,2,ba-homophilic,3,0,2.157954468176915,-0.016008898219371813,0.023775246,2.992,1.5248333,-1.4671668,2.992,0
153,0,appeal-mean,normal,normal,2,ba-homophilic,3,1,2.182178180052324,-0.013275974336253032,0.014757478,3.1279445,1.6070557,-1.5208888,3.1279445,0
154,0,appeal-mean,normal,normal,2,barabasi-albert,3,0,1.934776747658242,-0.019206713497369,0.013605887,2.916389,1.1008333,-1.8155557,2.916389,0
155,0,appeal-mean,normal,normal,2,barabasi-albert,3,1,2.0685710778423383,-0.014146459944107957,0.040853754,3.018889,1.3981667,-1.6207223,3.018889,0
156,0,appeal-mean,normal,uniform,0,ba-homophilic,3,0,10.292029244148173,-0.016683085342338182,0.030041464,10.5475,9.618334,-0.92916584,10.5475,0
157,0,appeal-mean,normal,uniform,0,ba-homophilic,3,1,10.628644714528079,-0.03168670637035801,0.059626874,10.837778,9.1485,-1.6892776,10.837778,0
158,0,appeal-mean,normal,uniform,0,barabasi-albert,3,0,10.481457910926094,-0.039913786892437825,0.29550776,10.716667,8.586611,-2.1300564,10.716667,0
159,0,appeal-mean,normal,uniform,0,barabasi-albert,3,1,12.014812000556589,-0.04813034799843352,0.4336907,12.167999,9.790445,-2.377554,12.167999,0
160,0,appeal-mean,normal,uniform,1,ba-homophilic,3,0,9.550330240442383,-0.043844276272872997,1.0624201,10.332167,7.699,-2.6331668,10.332167,0
161,0,appeal-mean,normal,uniform,1,ba-homophilic,3,1,9.60589720616693,-0.08097902837382183,0.30250943,10.598778,6.0544443,-4.5443335,10.598778,0
162,0,appeal-mean,normal,uniform,1,barabasi-albert,3,0,9.510110006792694,-0.06156143684732429,3.5835187,10.822611,6.9164443,-3.9061666,10.822611,0
163,0,appeal-mean,normal,uniform,1,barabasi-albert,3,1,10.591019632949369,-0.0784115021908445,3.1821938,11.35689,7.030722,-4.3261676,11.35689,0
164,0,appeal-mean,normal,uniform,2,ba-homophilic,3,0,8.686410633507178,-0.048725669740012335,0.39486358,9.956499,6.741889,-3.21461,9.956499,0
165,0,appeal-mean,normal,uniform,2,ba-homophilic,3,1,10.78646014502685,-0.04669649003317994,2.4177866,11.797556,8.860834,-2.9367218,11.797556,0
166,0,appeal-mean,normal,uniform,2,barabasi-albert,3,0,9.949227048980346,-0.04469047606800477,0.660914,11.219333,8.053945,-3.165388,11.219333,0
167,0,appeal-mean,normal,uniform,2,barabasi-albert,3,1,9.627103185581767,-0.051600124393653,1.770286,10.699444,7.4748335,-3.2246103,10.699444,0
168,0,appeal-mean,normal,polarized,0,ba-homophilic,3,0,12.029107485062037,-0.05142347292662745,0.75984246,12.192223,9.7745,-2.4177227,12.192223,0
169,0,appeal-mean,normal,polarized,0,ba-homophilic,3,1,12.179341217691183,-0.03984092168678526,0.3727455,12.244668,10.321556,-1.9231119,12.244668,0
170,0,appeal-mean,normal,polarized,0,barabasi-albert,3,0,12.273724707003632,-0.041593216598303624,0.41878593,12.378889,10.192444,-2.1864452,12.378889,0
171,0,appeal-mean,normal,polarized,0,barabasi-albert,3,1,10.379274692650474,-0.03826579175923205,0.29917485,10.616389,8.551,-2.0653896,10.616389,0
172,0,appeal-mean,normal,polarized,1,ba-homophilic,3,0,11.799918691856648,-0.0414969183632691,0.5123982,11.910833,9.851556,-2.0592775,11.930777,0
173,0,appeal-mean,normal,polarized,1,ba-homophilic,3,1,12.473785360833999,-0.025615602294783792,0.166921,12.832222,11.248944,-1.5832777,12.832222,0
174,0,appeal-mean,normal,polarized,1,barabasi-albert,3,0,11.50615569441207,-0.03395197579224186,0.49567342,11.863222,10.003889,-1.859333,11.863222,0
175,0,appeal-mean,normal,polarized,1,barabasi-albert,3,1,13.745866940931318,-0.03675650566411775,0.6139846,14.165556,12.129556,-2.0360003,14.165556,0
176,0,appeal-mean,normal,polarized,2,ba-homophilic,3,0,11.459639360102772,-0.06408326533045705,3.7858942,12.093333,8.598223,-3.4951105,12.093333,0
177,0,appeal-mean,normal,polarized,2,ba-homophilic,3,1,10.642875810194518,-0.05124131103446581,4.20431,11.665556,8.450388,-3.215168,11.665556,0
178,0,appeal-mean,normal,polarized,2,barabasi-albert,3,0,11.498561862726918,-0.13928952885968654,6.4210157,11.821944,5.007833,-6.814111,11.821944,0
179,0,appeal-mean,normal,polarized,2,barabasi-albert,3,1,11.39550118640537,-0.08533930696513319,4.9184375,11.743055,7.4693336,-4.2737217,11.743055,0
180,0,appeal-mean,polarized,normal,0,ba-homophilic,3,0,2.005416981505053,-0.015217420882229353,0.43773356,2.3711112,1.3539444,-1.0171667,2.3711112,0
184,0,appeal-mean,polarized,normal,1,ba-homophilic,3,0,1.963981772844608,-0.02429012118960937,0.14910686,2.6988888,0.98444444,-1.7144444,2.6988888,0
185,0,appeal-mean,polarized,normal,1,ba-homophilic,3,1,2.438193877627947,-0.023432197948386767,0.33544722,2.9686112,1.4013332,-1.567278,2.9686112,0
186,0,appeal-mean,polarized,normal,1,barabasi-albert,3,0,2.681550826242427,-0.03935998424685379,0.34057194,3.4220002,1.0767223,-2.3452778,3.4220002,0
187,0,appeal-mean,polarized,normal,1,barabasi-albert,3,1,2.7683442997357064,-0.05136383632728955,0.35098928,3.0197778,0.571,-2.4487777,3.0197778,0
188,0,appeal-mean,polarized,normal,2,ba-homophilic,3,0,1.5968255605183397,-0.01713515891748316,0.04930311,2.686111,0.8993333,-1.7867777,2.686111,0
189,0,appeal-mean,polarized,normal,2,ba-homophilic,3,1,1.5486192695155943,-0.02033039173928861,0.05997627,2.6422222,0.75794446,-1.8842777,2.6422222,0
190,0,appeal-mean,polarized,normal,2,barabasi-albert,3,0,1.7905617487556436,-0.019782950187700373,0.051919814,2.8133335,1.0190556,-1.7942779,2.8133335,0
191,0,appeal-mean,polarized,normal,2,barabasi-albert,3,1,1.9362490300769002,-0.028821377640935633,0.06588335,3.021722,0.8399445,-2.1817775,3.021722,0
192,0,appeal-mean,polarized,uniform,0,ba-homophilic,3,0,10.264880493215847,-0.024602496375864986,0.65017104,10.408,9.2925,-1.1155005,10.478056,0
194,0,appeal-mean,polarized,uniform,0,barabasi-albert,3,0,10.946809653602934,-0.02592545591328479,1.2989807,10.917944,9.776111,-1.1418333,10.998944,0
195,0,appeal-mean,polarized,uniform,0,barabasi-albert,3,1,9.408915367241539,-0.025832303249997794,3.9760273,9.798666,8.353055,-1.445611,9.798666,0
196,0,appeal-mean,polarized,uniform,1,ba-homophilic,3,0,10.37061928767784,-0.08512342116411994,1.0817741,11.101221,6.9016113,-4.1996098,11.101221,0
197,0,appeal-mean,polarized,uniform,1,ba-homophilic,3,1,9.681804707686824,-0.06263354111580827,3.2109208,10.506277,6.6384444,-3.8678327,10.506277,0
198,0,appeal-mean,polarized,uniform,1,barabasi-albert,3,0,10.466413089772335,-0.08804824281062475,3.200523,10.783889,5.9846106,-4.7992783,10.783889,0
199,0,appeal-mean,polarized,uniform,1,barabasi-albert,3,1,10.78880655801494,-0.1399824553053843,2.268399,11.267221,3.8162777,-7.450944,11.267221,0
200,0,appeal-mean,polarized,uniform,2,ba-homophilic,3,0,9.574814192310178,-0.09361278697915744,3.8779552,10.593333,5.7383337,-4.8549995,10.593333,0
201,0,appeal-mean,polarized,uniform,2,ba-homophilic,3,1,9.763161902334176,-0.0945780641892377,4.068091,11.148389,5.930278,-5.218111,11.148389,0
202,0,appeal-mean,polarized,uniform,2,barabasi-albert,3,0,9.626812365979271,-0.0608732766371507,3.3236408,10.523333,7.0939445,-3.429388,10.523333,0
203,0,appeal-mean,polarized,uniform,2,barabasi-albert,3,1,9.563337871571653,-0.07930558498089131,1.2190123,11.039278,6.1506667,-4.8886113,11.039278,0
205,0,appeal-mean,polarized,polarized,0,ba-homophilic,3,1,11.502245390217409,-0.03281818657439219,0.15347941,11.631945,10.064555,-1.5673895,11.631945,0
206,0,appeal-mean,polarized,polarized,0,barabasi-albert,3,0,10.965408958820557,-0.03282415717975047,1.4309565,11.071944,9.619666,-1.4522781,11.129167,0
207,0,appeal-mean,polarized,polarized,0,barabasi-albert,3,1,12.069044537493905,-0.020325838494624486,0.92849654,12.094889,11.319834,-0.77505493,12.132944,0
208,0,appeal-mean,polarized,polarized,1,ba-homophilic,3,0,10.956139657292432,-0.0218156963883482,0.27692452,11.4163885,9.900444,-1.5159445,11.4163885,0
209,0,appeal-mean,polarized,polarized,1,ba-homophilic,3,1,11.234768606418937,-0.02361362310556265,0.14730911,11.520833,10.094167,-1.4266663,11.520833,0
210,0,appeal-mean,polarized,polarized,1,barabasi-albert,3,0,12.185921107302244,-0.03025662288406855,0.06074111,12.698889,10.904501,-1.7943878,12.698889,0
211,0,appeal-mean,polarized,polarized,1,barabasi-albert,3,1,12.16718602432205,-0.032600678750292746,0.036662493,12.712222,10.761389,-1.9508333,12.712222,0
212,0,appeal-mean,polarized,polarized,2,ba-homophilic,3,0,10.749123558199782,-0.07515731975503637,4.619999,11.306223,7.446555,-3.8596678,11.306223,0
213,0,appeal-mean,polarized,polarized,2,ba-homophilic,3,1,9.996242499099777,-0.06578643440660849,5.807444,10.656667,7.1639442,-3.4927225,10.656667,0
214,0,appeal-mean,polarized,polarized,2,barabasi-albert,3,0,11.738128768552663,-0.03913970325866975,0.19722801,11.998889,9.911944,-2.0869446,11.998889,0
215,0,appeal-mean,polarized,polarized,2,barabasi-albert,3,1,12.121095145989328,-0.07606855254367464,4.2593365,12.166667,8.2971115,-3.8695555,12.166667,0
216,0,appeal-median,uniform,normal,0,ba-homophilic,3,0,2.6952865558871677,-0.01545085108657768,0.230756,2.8255558,2.0267224,-0.7988334,2.8255558,0
217,0,appeal-median,uniform,normal,0,ba-homophilic,3,1,2.9430524681668118,-0.02451338397971106,0.3939624,3.1497223,1.8944445,-1.2552779,3.1497223,0
218,0,appeal-median,uniform,normal,0,barabasi-albert,3,0,3.007983539438895,-0.013225921548869278,0.5528825,3.465278,2.4132223,-1.0520556,3.465278,0
220,0,appeal-median,uniform,normal,1,ba-homophilic,3,0,2.138284885865351,-0.017664163037123183,0.11255295,2.9968333,1.3210557,-1.6757777,2.9968333,0
221,0,appeal-median,uniform,normal,1,ba-homophilic,3,1,1.9315974373443454,-0.023349388767691222,0.09879065,2.5806112,1.0149443,-1.5656669,2.5806112,0
222,0,appeal-median,uniform,normal,1,barabasi-albert,3,0,2.224950476379596,-0.021006428742300874,0.06769648,3.2235553,1.472389,-1.7511663,3.2235553,0
223,0,appeal-median,uniform,normal,1,barabasi-albert,3,1,2.6329769413935113,-0.013971844388349025,0.2438114,3.19,2.1111665,-1.0788336,3.19,0
224,0,appeal-median,uniform,normal,2,ba-homophilic,3,0,1.7153673219644825,-0.02377726368235247,0.030172873,2.746389,0.81427777,-1.9321111,2.746389,0
225,0,appeal-median,uniform,normal,2,ba-homophilic,3,1,1.6522114052132424,-0.019965580200178055,0.065346815,2.6122222,0.84133327,-1.7708889,2.6122222,0
226,0,appeal-median,uniform,normal,2,barabasi-albert,3,0,1.7819439585392292,-0.019808522079864773,0.11134786,2.9385557,0.9825555,-1.9560002,2.9385557,0
227,0,appeal-median,uniform,normal,2,barabasi-albert,3,1,1.9381954371479662,-0.022883459561550776,0.2618559,2.902611,1.0257778,-1.8768332,2.902611,0
228,0,appeal-median,uniform,uniform,0,ba-homophilic,3,0,11.517785063696124,-0.010542997127204998,0.14246356,11.531945,11.064889,-0.46705627,11.531945,0
229,0,appeal-median,uniform,uniform,0,ba-homophilic,3,1,10.032769202466824,-0.011589632940508122,0.9562023,10.073389,9.426667,-0.64672184,10.106222,0
230,0,appeal-median,uniform,uniform,0,barabasi-albert,3,0,10.507947267989767,-0.034070655253138474,0.37044343,10.701112,8.9881115,-1.7130003,10.701112,0
231,0,appeal-median,uniform,uniform,0,barabasi-albert,3,1,10.162178940722665,-0.010703189470109897,0.93777376,10.317721,9.681056,-0.63666534,10.317721,0
232,0,appeal-median,uniform,uniform,1,ba-homophilic,3,0,11.66086401371215,-0.042455783429728375,0.62281674,12.205722,9.857389,-2.3483324,12.205722,0
233,0,appeal-median,uniform,uniform,1,ba-homophilic,3,1,9.675921419986592,-0.059460343322063465,1.9493045,10.159945,7.1462226,-3.013722,10.159945,0
234,0,appeal-median,uniform,uniform,1,barabasi-albert,3,0,9.63270754763803,-0.036680151563963745,0.53037953,10.805278,8.2086115,-2.5966663,10.805278,0
235,0,appeal-median,uniform,uniform,1,barabasi-albert,3,1,9.527885140696622,-0.03935811072992524,3.0951447,10.580167,7.903834,-2.676333,10.580167,0
236,0,appeal-median,uniform,uniform,2,ba-homophilic,3,0,11.515678386343012,-0.040130796216731705,0.9099499,12.354167,9.732722,-2.6214447,12.354167,0
237,0,appeal-median,uniform,uniform,2,ba-homophilic,3,1,9.73086234706919,-0.049100988828218894,2.2647672,11.083334,7.8834443,-3.1998897,11.083334,0
238,0,appeal-median,uniform,uniform,2,barabasi-albert,3,0,9.937877082177415,-0.06987408085646134,2.0459642,10.835001,7.0125556,-3.8224454,10.835001,0
